intitule_cours,type_cours,code_cours,date,date_only,heure,jour_semaine,civilité,code_civilité,groupe_eleve,code_eleve,groupes
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22413107,"IG4-TD2, IG4-TP2, IG4-TOUS"
Fond.du machine learning,CMTD,XA1S726C,27/11/2025 11:30,2025-11-27,11:30:00,jeudi,Ingé Informatique 4ème année,DaMS4,G1,22208599,"IG4-TD1, IG4-TP1, IG4-TOUS"
Entrepôts de données,TP,XA1S705C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique 4ème année,DaMS4,G1,22208599,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,14/10/2025 08:00,2025-10-14,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G1,22205466,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,04/11/2025 08:00,2025-11-04,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G1,22205466,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22414812,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TP,XA1S705C,03/12/2025 08:00,2025-12-03,08:00:00,mercredi,Ingé Informatique 4ème année,DaMS4,G2,22414812,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22414838,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22414922,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G1,22414922,"IG4-TD1, IG4-TP1, IG4-TOUS"
Entrepôts de données,TP,XA1S705C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique 4ème année,DaMS4,G1,22414922,"IG4-TD1, IG4-TP1, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22406136,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,30/09/2025 08:00,2025-09-30,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G1,22406136,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,23/09/2025 08:00,2025-09-23,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22412601,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,23/09/2025 09:45,2025-09-23,09:45:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22412601,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22201339,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TP,XA1S705C,03/12/2025 08:00,2025-12-03,08:00:00,mercredi,Ingé Informatique 4ème année,DaMS4,G2,22201339,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22202946,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,23/09/2025 08:00,2025-09-23,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22410721,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TD,XA1S705C,18/11/2025 08:00,2025-11-18,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22410721,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22415685,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,30/09/2025 08:00,2025-09-30,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22208515,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22415343,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22415343,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,25/11/2025 09:45,2025-11-25,09:45:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22415343,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22201278,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TD,XA1S705C,18/11/2025 08:00,2025-11-18,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22201278,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TP,XA1S705C,03/12/2025 08:00,2025-12-03,08:00:00,mercredi,Ingé Informatique 4ème année,DaMS4,G2,22201278,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22415441,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G1,22415441,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,25/11/2025 09:45,2025-11-25,09:45:00,mardi,Ingé Informatique 4ème année,DaMS4,G1,22415441,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,30/09/2025 08:00,2025-09-30,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22509308,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,30/09/2025 09:45,2025-09-30,09:45:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22509308,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,30/09/2025 08:00,2025-09-30,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,07/10/2025 08:00,2025-10-07,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,07/10/2025 09:45,2025-10-07,09:45:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,04/11/2025 08:00,2025-11-04,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TD,XA1S705C,18/11/2025 08:00,2025-11-18,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TP,XA1S705C,03/12/2025 08:00,2025-12-03,08:00:00,mercredi,Ingé Informatique 4ème année,DaMS4,G2,22204811,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,04/11/2025 08:00,2025-11-04,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G1,22509153,"IG4-TD1, IG4-TP1, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22315558,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,04/11/2025 08:00,2025-11-04,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G1,22315558,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,04/11/2025 09:45,2025-11-04,09:45:00,mardi,Ingé Informatique 4ème année,DaMS4,G1,22315558,"IG4-TD1, IG4-TP1, IG4-TOUS"
Entrepôts de données,TD,XA1S705C,18/11/2025 08:00,2025-11-18,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22407586,"IG4-TD2, IG4-TP2, IG4-TOUS"
Anglais S7,TD,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22407586,"IG4-TD2, IG4-TP2, IG4-TOUS"
Entrepôts de données,TP,XA1S705C,03/12/2025 08:00,2025-12-03,08:00:00,mercredi,Ingé Informatique 4ème année,DaMS4,G2,22407586,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22414467,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22414826,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22100944,"IG4-TD1, IG4-TP1, IG4-TOUS"
Entrepôts de données,TD,XA1S705C,18/11/2025 08:00,2025-11-18,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G2,22206722,"IG4-TD2, IG4-TP2, IG4-TOUS"
Software Design,CM,XA1S710C,17/09/2025 14:30,2025-09-17,14:30:00,mercredi,Ingé Informatique 4ème année,DaMS4,,22206118,"IG4-TD1, IG4-TP1, IG4-TOUS"
Anglais S7,TD,XA1S735C,25/11/2025 08:00,2025-11-25,08:00:00,mardi,Ingé Informatique 4ème année,DaMS4,G1,22206118,"IG4-TD1, IG4-TP1, IG4-TOUS"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22103475,"IG5-TOUS, IG5-Option 1 - SD"
GSI Gouvernance des SI,CM/CMTD,XAIG910C,19/11/2025 14:00,2025-11-19,14:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22103475,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22103475,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,19/09/2025 11:30,2025-09-19,11:30:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 14:00,2025-09-29,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 15:45,2025-09-29,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,01/10/2025 09:45,2025-10-01,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 14:00,2025-10-13,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 15:45,2025-10-13,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,15/10/2025 08:00,2025-10-15,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,XAIG94C,20/10/2025 08:00,2025-10-20,08:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,XAIG94C,21/10/2025 08:00,2025-10-21,08:00:00,mardi,Ingé Informatique 5ème année,DaMS5,,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,12/11/2025 09:45,2025-11-12,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,13/11/2025 11:15,2025-11-13,11:15:00,jeudi,Ingé Informatique 5ème année,DaMS5,Opt2,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
GP Gestion projets SCM,TD,XAIG903C,14/11/2025 14:00,2025-11-14,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,14/11/2025 15:45,2025-11-14,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,17/11/2025 09:45,2025-11-17,09:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt2,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 09:45,2025-11-19,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
GSI Gouvernance des SI,CM/CMTD,XAIG910C,19/11/2025 15:45,2025-11-19,15:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
Softskills,CMTD,XAIG923C,01/12/2025 08:45,2025-12-01,08:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt2,22103721,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,XAIG94C,21/10/2025 08:00,2025-10-21,08:00:00,mardi,Ingé Informatique 5ème année,DaMS5,,22314949,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,17/11/2025 09:45,2025-11-17,09:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt2,22314949,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22314558,"IG5-TOUS, IG5-Option 1 - SD"
Intro quantique groupe 1,TD,XAIG904C,25/11/2025 15:45,2025-11-25,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,,22314558,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,01/10/2025 08:00,2025-10-01,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22004619,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22004619,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,12/11/2025 08:00,2025-11-12,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22004619,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,13/11/2025 09:45,2025-11-13,09:45:00,jeudi,Ingé Informatique 5ème année,DaMS5,Opt1,22004619,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22004619,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22004619,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22004619,"IG5-TOUS, IG5-Option 1 - SD"
Gestion projet  TDD BDD...,CM,XAIG903C,26/11/2025 11:30,2025-11-26,11:30:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22004619,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22004619,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22004619,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22004619,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22110061,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,05/11/2025 15:45,2025-11-05,15:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22110061,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,24/11/2025 09:45,2025-11-24,09:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt1,22110061,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,24/11/2025 11:30,2025-11-24,11:30:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt1,22110061,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22110061,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22110061,"IG5-TOUS, IG5-Option 1 - SD"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 14:00,2025-09-29,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,29/09/2025 15:45,2025-09-29,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 14:00,2025-10-13,14:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
DI droit des nouvelles techno,CM,XAIG924C,13/10/2025 15:45,2025-10-13,15:45:00,lundi,Ingé Informatique 5ème année,DaMS5,,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
O2 Cryptographie,CM/CMTD,XAIG94C,20/10/2025 08:00,2025-10-20,08:00:00,lundi,Ingé Informatique 5ème année,DaMS5,,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
DI EXAMEN Droit de l'informatique nouvelles techno,CM/CMTD,XAIG924C,23/10/2025 09:45,2025-10-23,09:45:00,jeudi,Ingé Informatique 5ème année,DaMS5,,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,13/11/2025 11:15,2025-11-13,11:15:00,jeudi,Ingé Informatique 5ème année,DaMS5,Opt2,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
Softskills,CMTD,XAIG923C,01/12/2025 08:45,2025-12-01,08:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt2,22210011,"IG5-TOUS, IG5-Option 2 - SECU"
WEB SEM,CMTD,XAIG915C,24/10/2025 09:45,2025-10-24,09:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22000838,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 09:45,2025-11-19,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22000838,"IG5-TOUS, IG5-Option 2 - SECU"
GSI Gouvernance des SI,CM/CMTD,XAIG910C,19/11/2025 15:45,2025-11-19,15:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22000838,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 15:45,2025-11-21,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22000838,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,03/11/2025 09:45,2025-11-03,09:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt1,22213710,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,12/11/2025 08:00,2025-11-12,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22213710,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,14/11/2025 14:00,2025-11-14,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22213710,"IG5-TOUS, IG5-Option 1 - SD"
GP Gestion projets SCM,TD,XAIG903C,14/11/2025 15:45,2025-11-14,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22213710,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22213710,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22213710,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22213710,"IG5-TOUS, IG5-Option 1 - SD"
Gestion projet  TDD BDD...,CM,XAIG903C,26/11/2025 11:30,2025-11-26,11:30:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22213710,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,24/10/2025 09:45,2025-10-24,09:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22313961,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 09:45,2025-11-19,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt2,22313961,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 15:45,2025-11-21,15:45:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt2,22313961,"IG5-TOUS, IG5-Option 2 - SECU"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,01/10/2025 08:00,2025-10-01,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22100205,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,13/11/2025 09:45,2025-11-13,09:45:00,jeudi,Ingé Informatique 5ème année,DaMS5,Opt1,22100205,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22100205,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,26/11/2025 08:00,2025-11-26,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22100205,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 14:00,2025-12-02,14:00:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22100205,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,02/12/2025 15:45,2025-12-02,15:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22100205,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,03/12/2025 09:45,2025-12-03,09:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22100205,"IG5-TOUS, IG5-Option 1 - SD"
Softskills,CMTD,XAIG923C,03/12/2025 11:30,2025-12-03,11:30:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22100205,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22008608,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,19/11/2025 08:00,2025-11-19,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22008608,"IG5-TOUS, IG5-Option 1 - SD"
GSI Gouvernance des SI,CM/CMTD,XAIG910C,19/11/2025 14:00,2025-11-19,14:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22008608,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,21/11/2025 14:00,2025-11-21,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22008608,"IG5-TOUS, IG5-Option 1 - SD"
SSI Sécurité des Systèmes d'Information-crypto,CM/CMTD,XAIG912C,17/09/2025 15:45,2025-09-17,15:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,,22315332,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,23/09/2025 09:45,2025-09-23,09:45:00,mardi,Ingé Informatique 5ème année,DaMS5,Opt1,22315332,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,24/10/2025 11:30,2025-10-24,11:30:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22315332,"IG5-TOUS, IG5-Option 1 - SD"
WEB SEM,CMTD,XAIG915C,05/11/2025 15:45,2025-11-05,15:45:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22315332,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,12/11/2025 08:00,2025-11-12,08:00:00,mercredi,Ingé Informatique 5ème année,DaMS5,Opt1,22315332,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,TD,XAIG900C,14/11/2025 14:00,2025-11-14,14:00:00,vendredi,Ingé Informatique 5ème année,DaMS5,Opt1,22315332,"IG5-TOUS, IG5-Option 1 - SD"
IWA Ingénierie des Applications Web 2,CMTD,XAIG900C,17/11/2025 09:45,2025-11-17,09:45:00,lundi,Ingé Informatique 5ème année,DaMS5,Opt1,22315332,"IG5-TOUS, IG5-Option 1 - SD"
